session	optimize	depth	controllers	survivors	episodes	noise	initial_value	variance	session_seed	game_seed	name	generation	type	game_num	repetition	landing_height	eroded_cells	row_trans	col_trans	pits	cuml_wells	landing_height_norm	eroded_cells_norm	row_trans_norm	col_trans_norm	pits_norm	cuml_wells_norm	landing_height_var	eroded_cells_var	row_trans_var	col_trans_var	pits_var	cuml_wells_var	lines	l1	l2	l3	l4	score	level	eps
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	NIL	G0	0	base	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	100	100	100	100	100								
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	52821	G1_1	1	search	1	1	-32.0635205447	69.9535098922	-106.656078091	-26.7036194193	167.476019634	-153.149215787	-0.191451412655	0.417692694424	-0.636843879643	-0.159447421056	1.0	-0.914454595482							0	0	0	0	0	0	0	27
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	45105	G1_2	1	search	2	1	-117.063443761	115.709411645	-72.9727597436	-22.0345478119	-2.70278569081	-278.463516647	-0.420390596119	0.415528084392	-0.262055010374	-0.0791290294588	-0.00970606750698	-1.0							1	1	0	0	0	40	0	45
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	5681	G1_3	1	search	3	1	-33.994609465	-105.914909958	-41.3875435337	143.495036013	139.164676864	-75.7067769321	-0.236904428262	-0.738108529057	-0.288424914782	1.0	0.969822237275	-0.52759160899							0	0	0	0	0	0	0	25
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	21205	G1_4	1	search	4	1	-127.842486503	-89.4267159462	90.8141098016	-151.319688273	88.7261548289	90.2909035602	-0.844850316318	-0.590978721717	0.600147349218	-1.0	0.586349045795	0.596689727494							0	0	0	0	0	0	0	34
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	59069	G1_5	1	search	5	1	76.7836165867	-35.3363809076	-106.743282308	161.757515347	-26.2573511551	55.8845008419	0.474683457036	-0.218452792328	-0.659896896158	1.0	-0.162325386234	0.345483180314							0	0	0	0	0	0	0	31
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	93142	G1_6	1	search	6	1	-60.5867630922	60.4606712009	30.26910992	-38.9952231337	164.886954086	-86.8026663812	-0.367444249473	0.366679532265	0.183574923121	-0.236496715885	1.0	-0.52643744232							0	0	0	0	0	0	0	28
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	3255	G1_7	1	search	7	1	19.7254615586	-1.21794906819	-77.6620060742	198.546798503	127.800796589	50.3059932542	0.0993491796758	-0.00613431733665	-0.391152144782	1.0	0.643680973717	0.253370961574							0	0	0	0	0	0	0	29
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	44651	G1_8	1	search	8	1	84.8162937971	135.331283495	-105.351043908	-34.9702530758	-98.2346848803	128.292748657	0.626730875572	1.0	-0.778467780598	-0.258404798748	-0.725883050419	0.947990334116							1	1	0	0	0	40	0	37
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	43830	G1_9	1	search	9	1	-87.773417149	-138.538120217	-123.321214071	147.045968018	89.6153067355	47.3301244723	-0.596911417104	-0.942141577113	-0.83865756901	1.0	0.609437361279	0.321872983736							1	1	0	0	0	40	0	35
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	70203	G1_10	1	search	10	1	-127.408529559	-36.3362657142	-22.5669550974	131.686367216	-32.1816152185	-102.903660786	-0.967514954297	-0.275930352415	-0.171368954694	1.0	-0.244380765441	-0.781429869779							0	0	0	0	0	0	0	35
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	58716	G1_11	1	search	11	1	168.887020956	-0.40628657462	-41.7464930434	113.991889272	-36.8001309012	-86.5143566673	1.0	-0.00240567079886	-0.247185916402	0.67495944109	-0.217897921894	-0.512261724895							1	1	0	0	0	40	0	36
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	25139	G1_12	1	search	12	1	24.2601090186	-65.7729910237	65.1662854507	2.45432012154	64.9330118201	60.6505883946	0.368846066463	-1.0	0.990775764283	0.0373150146184	0.987229116533	0.922119968251							0	0	0	0	0	0	0	33
2017-06-01_15-11-51	lines	80	100	10	-1	4	0	100	1496329911.41	84930	G1_13	1	search	13	1	-80.0613646159	0.0931700166732	11.8866046681	-79.3490702175	123.01534229	2.30665418273	-0.65082422343	0.000757385338599	0.0966270096629	-0.645033934308	1.0	0.0187509471566							0	0	0	0	0	0	0	22
